Feature ID,0,1,2,3,4,5
Phormidium,Bacteria,Cyanobacteria,Unknown,Oscillatoriales,Unknown,Phormidium
Congregibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unknown,Congregibacter
Erysipelothrix,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Mechercharimyces,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Mechercharimyces
Varibaculum,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Actinomycetaceae,Varibaculum
Propionigenium,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Propionigenium
Rubrivivax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Rubrivivax
Gallibacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium
Microbacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Microbacterium
Kytococcus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dermacoccaceae,Kytococcus
Avibacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
Sporolactobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus
Achromobacter,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Procabacter,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,Procabacter
Caldimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caldimonas
Arthrobacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter
Corynebacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Corynebacteriaceae,Corynebacterium
Rhodobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Candidatus Odyssella,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unknown,Candidatus Odyssella
Faecalibacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Chitinophaga,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Unknown,Chitinophaga
Epulopiscium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium
Yersinia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
Geodermatophilus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Geodermatophilus
Calothrix,Bacteria,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix
Knoellia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Knoellia
Salimicrobium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium
Brevibacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Brevibacteriaceae,Brevibacterium
Lampropedia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia
Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Mycoplana,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mycoplana
Thiomonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Thiomonas
Phyllobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium
Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
Exiguobacterium,Bacteria,Firmicutes,Bacilli,Bacillales,Unknown,Exiguobacterium
Methylibium,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Methylibium
Volucribacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Volucribacter
Thermobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus
Planococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
Vitreoscilla,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla
Abiotrophia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia
Streptobacillus,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Streptobacillus
Leuconostoc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc
Alysiella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Alysiella
Methylopila,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylopila
Candidatus Regiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Regiella
Amycolatopsis,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Amycolatopsis
Planomicrobium,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium
Thermincola,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola
Subdoligranulum,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum
Pasteurella,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
Anaerobiospirillum,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum
Labrys,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys
Treponema,Bacteria,Spirochaetes,Spirochaetes (class),Spirochaetales,Spirochaetaceae,Treponema
Burkholderia,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Actinokineospora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Actinosynnemataceae,Actinokineospora
Actinotalea,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Cellulomonadaceae,Actinotalea
Actinomyces,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Actinomycetaceae,Actinomyces
Pectinatus,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pectinatus
Kaistia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Kaistia
Thioclava,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava
Sneathia,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Sneathia
Virgisporangium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Virgisporangium
Mitsuaria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Mitsuaria
Aquitalea,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquitalea
Janibacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Janibacter
Belliella,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Cyclobacteriaceae,Belliella
Rothia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Rothia
Williamsia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Williamsiaceae,Williamsia
Vogesella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella
Dechloromonas,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas
Veillonella,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella
Catonella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Catonella
Methylovorus,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus
Viridibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus
Clavibacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Clavibacter
Sediminibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sediminibacillus
Aminiphilus,Bacteria,Synergistetes,Synergistia,Synergistales,Aminiphilaceae,Aminiphilus
Caloramator,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator
Serratia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
Desulfococcus,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Desulfobacteraceae,Desulfococcus
Brevundimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Buchnera,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera
Sporanaerobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Sporanaerobacter
Chryseobacterium,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Solibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus
Bifidobacterium,Bacteria,Actinobacteria,Actinobacteria (class),Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Collimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
Prevotella,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Megasphaera,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera
Thiorhodospira,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiorhodospira
Hydrogenophaga,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
Azospirillum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum
Actinoplanes,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Actinoplanes
Mycobacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Mycobacteriaceae,Mycobacterium
Curtobacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Curtobacterium
A17,Bacteria,Planctomycetes,Planctomycea,Pirellulales,Pirellulaceae,A17
Parascardovia,Bacteria,Actinobacteria,Actinobacteria (class),Bifidobacteriales,Bifidobacteriaceae,Parascardovia
Sinomonas,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Sinomonas
Pseudoalteromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
Ethanoligenens,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
Cellvibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Cellvibrio
Thiococcus,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiococcus
Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium
Desulfosporomusa,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Desulfosporomusa
Pelobacter,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Pelobacteraceae,Pelobacter
Brachyspira,Bacteria,Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira
Campylobacter,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
Paucimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
Amphritea,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea
Pandoraea,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
Desulfuromonas,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
Chelatococcus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus
Ureibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus
Actinobacillus,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
Roseateles,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Roseateles
Xenophilus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus
Skermanella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella
Agrobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium
Pigmentiphaga,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga
Acetobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter
Azoarcus,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus
Bordetella,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
Lysinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
Averyella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Averyella
Shimazuella,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Shimazuella
Thioalkalivibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio
Arsenicicoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Arsenicicoccus
Hyphomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Polaromonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
TG5,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,TG5
Thiorhodovibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio
Aquamonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquamonas
Thiohalomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Unknown,Thiohalomonas
Agromyces,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Agromyces
Rummeliibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus
Enterobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter
Cellulomonas,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Cellulomonadaceae,Cellulomonas
Pseudonocardia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Pseudonocardia
Microbispora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Microbispora
Alicycliphilus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus
Porphyromonas,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
Nocardia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardiaceae,Nocardia
Micromonospora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Micromonospora
Opitutus,Bacteria,Verrucomicrobia,Opitutae,Unknown,Opitutaceae,Opitutus
Desulfobacterium,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Desulfobacteraceae,Desulfobacterium
Anoxybacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
Pirellula,Bacteria,Planctomycetes,Planctomycea,Pirellulales,Pirellulaceae,Pirellula
Pontibacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Pontibacter
Cycloclasticus,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Piscirickettsiaceae,Cycloclasticus
Amaricoccus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
Cryocola,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Cryocola
Patulibacter,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Patulibacteraceae,Patulibacter
Pleomorphomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas
Acidiphilium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium
Vagococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
Aneurinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus
Thermoanaerobacter,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Alkaliphilus,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus
Syntrophobacter,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Candidatus Phlomobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Phlomobacter
Halomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Microcoleus,Bacteria,Cyanobacteria,Unknown,Oscillatoriales,Unknown,Microcoleus
Pseudomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudomonadaceae,Pseudomonas
Bacteria_Proteobacteria_Gammaproteobacteria_Unknown_Unknown_Kangiella,Bacteria,Proteobacteria,Gammaproteobacteria,Unknown,Unknown,Kangiella
Flectobacillus,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Flectobacillus
Selenomonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas
Deinococcus,Bacteria,Thermi,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Kurthia,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia
Rhodothalassium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodothalassium
Xanthomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
Candidatus Azobacteroides,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unknown,Candidatus Azobacteroides
Agrococcus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Agrococcus
Dermacoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dermacoccaceae,Dermacoccus
Mogibacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium
Caldilinea,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea
Paenibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
Rhodoferax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax
Alicyclobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus
Dietzia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dietziaceae,Dietzia
Proteus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus
Isoptericola,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Promicromonosporaceae,Isoptericola
Rahnella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Rahnella
Alcanivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
Streptococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Novispirillum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum
Cytophaga,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Flexibacteraceae,Cytophaga
Salinivibrio,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio
Corallococcus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus
Ideonella,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unknown,Ideonella
Xenorhabdus,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
Holdemania,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania
Pantoea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
Teredinibacter,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unknown,Teredinibacter
Tessaracoccus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Propionibacteriaceae,Tessaracoccus
Melissococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus
Methylobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Pseudoclavibacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Pseudoclavibacter
Virgibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
Pimelobacter,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Pimelobacter
Tolumonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas
E4,Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,E4
Filifactor,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor
Marinobacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
Hylemonella,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella
Laceyella,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella
Sedimentibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Sedimentibacter
Weissella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
Nesterenkonia,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Nesterenkonia
Sulfurospirillum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Cryobacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Cryobacterium
Facklamia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
Sphaerospermopsis,Bacteria,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Sphaerospermopsis
Rhodobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium
Brachybacterium,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dermabacteraceae,Brachybacterium
Synergistes,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes
Desulfovibrio,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Pelotomaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum
Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Unknown_Kangiella,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Unknown,Kangiella
Johnsonella,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella
Acidovorax,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
Cetobacterium,Bacteria,Fusobacteria,Fusobacteria (class),Fusobacteriales,Fusobacteriaceae,Cetobacterium
Alloiococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus
Cloacibacillus,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
Anaeroplasma,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma
Kingella,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella
Thermomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
Laribacter,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Laribacter
Gemmatimonas,Bacteria,Gemmatimonadetes,Gemmatimonadetes (class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
Janthinobacterium,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
Haliscomenobacter,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
Tetragenococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
Paracoccus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Rheinheimera,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Chromatiaceae,Rheinheimera
Marinobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alteromonadaceae,Marinobacter
Conchiformibius,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
Actinoallomurus,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Thermomonosporaceae,Actinoallomurus
Dialister,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister
Desulfitobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium
Actinomycetospora,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Actinomycetospora
Catenibacterium,Bacteria,Tenericutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium
RFN20,Bacteria,Tenericutes,Unknown,Unknown,vadinHA31,RFN20
Desulfocapsa,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa
Aquicella,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella
Aquimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Aquimonas
Nordella,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unknown,Nordella
Oligella,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella
Terribacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
